# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,
# Mon Oct 23 17:53:33 2023,,,,,,,,,,,,
#,,,,,,,,,,,,
# COLUMN pl_name:        Planet Name,,,,,,,,,,,,
# COLUMN sy_snum:        Number of Stars,,,,,,,,,,,,
# COLUMN sy_pnum:        Number of Planets,,,,,,,,,,,,
# COLUMN discoverymethod: Discovery Method,,,,,,,,,,,,
# COLUMN disc_year:      Discovery Year,,,,,,,,,,,,
# COLUMN disc_facility:  Discovery Facility,,,,,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,,,,,
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass],,,,,,,,,,,,
# COLUMN st_teff:        Stellar Effective Temperature [K],,,,,,,,,,,,
# COLUMN st_rad:         Stellar Radius [Solar Radius],,,,,,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,,,,,
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)],,,,,,,,,,,,
# COLUMN sy_dist:        Distance [pc],,,,,,,,,,,,
#,,,,,,,,,,,,
pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_bmasse,st_teff,st_rad,st_mass,st_logg,sy_dist
Kepler-305 b,1,4,Transit,2013,Kepler,5.48711441,0,4974,0.83,0.82,4.52,868.477
Kepler-305 b,1,4,Transit,2013,Kepler,5.48711079,0,5117,0.79,0.85,4.57,868.477
Kepler-305 b,1,4,Transit,2013,Kepler,5.48712242,0,4974,0.83,0.82,4.52,868.477
Kepler-305 b,1,4,Transit,2013,Kepler,5.48711167,0,4974,0.83,0.82,4.52,868.477
Kepler-305 c,1,4,Transit,2013,Kepler,8.29087418,0,5106,0.8,0.76,4.51,868.477
Kepler-305 c,1,4,Transit,2013,Kepler,8.291,6,0,0.8,0.76,4.51,868.477
Kepler-305 c,1,4,Transit,2013,Kepler,8.29084167,0,5103,0.79,0.82,4.56,868.477
Kepler-305 c,1,4,Transit,2013,Kepler,8.29085256,0,4974,0.83,0.82,4.52,868.477
Kepler-305 c,1,4,Transit,2013,Kepler,8.29085344,0,4974,0.83,0.82,4.52,868.477
Kepler-305 c,1,4,Transit,2013,Kepler,8.290858,0,4918,0.87,0.9,4.51,868.477
Kepler-305 c,1,4,Transit,2013,Kepler,8.29084167,0,4974,0.83,0.82,4.52,868.477
Kepler-305 c,1,4,Transit,2013,Kepler,8.29087418,0,5106,0.8,0.76,4.51,868.477
Kepler-305 c,1,4,Transit,2013,Kepler,8.29087418,0,5117,0.79,0.85,4.57,868.477
Kepler-305 c,1,4,Transit,2013,Kepler,0,0,5080,0.79,0,0,868.477
Kepler-305 c,1,4,Transit,2013,Kepler,8.29087418,0,5106,0.8,0.76,4.51,868.477
Kepler-305 c,1,4,Transit,2013,Kepler,8.291,4.5,0,0.8,0.76,0,868.477
Kepler-305 d,1,4,Transit,2014,Kepler,16.73869035,0,5103,0.79,0.82,4.56,868.477
Kepler-305 d,1,4,Transit,2014,Kepler,16.73865956,0,5106,0.8,0.76,4.51,868.477
Kepler-305 d,1,4,Transit,2014,Kepler,16.739,9.1,0,0,0.8,0,868.477
Kepler-305 d,1,4,Transit,2014,Kepler,16.73893293,0,4974,0.83,0.82,4.52,868.477
Kepler-305 d,1,4,Transit,2014,Kepler,16.73866,0,4918,0.87,0.9,4.51,868.477
Kepler-305 d,1,4,Transit,2014,Kepler,16.73865956,0,5106,0.8,0.76,4.51,868.477
Kepler-305 d,1,4,Transit,2014,Kepler,16.73865956,0,5117,0.79,0.85,4.57,868.477
Kepler-305 d,1,4,Transit,2014,Kepler,0,0,5080,0.79,0,0,868.477
Kepler-305 d,1,4,Transit,2014,Kepler,16.73865956,0,5106,0.8,0.76,4.51,868.477
Kepler-305 d,1,4,Transit,2014,Kepler,16.73890832,0,4974,0.83,0.82,4.52,868.477
Kepler-305 d,1,4,Transit,2014,Kepler,16.738661,0,5100,0.79,0,4.56,868.477
Kepler-305 d,1,4,Transit,2014,Kepler,16.73869035,0,4974,0.83,0.82,4.52,868.477
Kepler-305 e,1,4,Transit,2020,Kepler,3.20539622,0,4974,0.83,0.82,4.52,868.477
Kepler-305 e,1,4,Transit,2020,Kepler,3.20539833,0,5106,0.8,0.76,4.51,868.477
Kepler-305 e,1,4,Transit,2020,Kepler,3.20538,0,4974,0.83,0.82,4.52,868.477
Kepler-305 e,1,4,Transit,2020,Kepler,3.205386,0,4918,0.87,0.9,4.51,868.477
Kepler-305 e,1,4,Transit,2020,Kepler,3.20539833,0,5106,0.8,0.76,4.51,868.477
Kepler-305 e,1,4,Transit,2020,Kepler,3.20539833,0,5106,0.8,0.76,4.51,868.477
Kepler-305 e,1,4,Transit,2020,Kepler,3.20539622,0,5103,0.79,0.82,4.56,868.477
Kepler-306 b,1,4,Transit,2014,Kepler,4.64621076,0,5011,0.74,0.81,4.6,775.679
Kepler-306 b,1,4,Transit,2014,Kepler,4.64621076,0,5219,0.85,0.87,4.52,775.679
Kepler-306 b,1,4,Transit,2014,Kepler,4.64621076,0,5219,0.85,0.87,4.52,775.679
Kepler-306 b,1,4,Transit,2014,Kepler,4.6461992,0,4948,0.79,0.81,4.55,775.679
Kepler-306 b,1,4,Transit,2014,Kepler,4.64622383,0,4948,0.79,0.81,4.55,775.679
Kepler-306 b,1,4,Transit,2014,Kepler,0,0,4908,0.78,0,0,775.679
Kepler-306 b,1,4,Transit,2014,Kepler,4.646186,0,4954,0.72,0,4.61,775.679
Kepler-306 b,1,4,Transit,2014,Kepler,4.646195,0,5027,0.88,0.93,4.52,775.679
Kepler-306 b,1,4,Transit,2014,Kepler,4.64622383,0,4955,0.72,0.77,4.61,775.679
Kepler-306 b,1,4,Transit,2014,Kepler,4.64621076,0,5219,0.85,0.87,4.52,775.679
Kepler-306 c,1,4,Transit,2014,Kepler,7.2402285,0,5011,0.74,0.81,4.6,775.679
Kepler-306 c,1,4,Transit,2014,Kepler,7.2402285,0,5219,0.85,0.87,4.52,775.679
Kepler-306 c,1,4,Transit,2014,Kepler,7.2402285,0,5219,0.85,0.87,4.52,775.679
Kepler-306 c,1,4,Transit,2014,Kepler,7.24022996,0,4948,0.79,0.81,4.55,775.679
Kepler-306 c,1,4,Transit,2014,Kepler,7.240193,0,4954,0.72,0,4.61,775.679
Kepler-306 c,1,4,Transit,2014,Kepler,7.240136,0,5027,0.88,0.93,4.52,775.679
Kepler-306 c,1,4,Transit,2014,Kepler,0,0,4908,0.78,0,0,775.679
Kepler-306 c,1,4,Transit,2014,Kepler,7.2400374,0,4948,0.79,0.81,4.55,775.679
Kepler-306 c,1,4,Transit,2014,Kepler,7.2402285,0,5219,0.85,0.87,4.52,775.679
Kepler-306 c,1,4,Transit,2014,Kepler,7.24022418,0,4955,0.72,0.77,4.61,775.679
Kepler-306 c,1,4,Transit,2014,Kepler,7.24022418,0,4948,0.79,0.81,4.55,775.679
Kepler-306 d,1,4,Transit,2014,Kepler,17.326644,0,4954,0.72,0,4.61,775.679
Kepler-306 d,1,4,Transit,2014,Kepler,17.32670445,0,4955,0.72,0.77,4.61,775.679
Kepler-306 d,1,4,Transit,2014,Kepler,17.32668599,0,5011,0.74,0.81,4.6,775.679
Kepler-306 d,1,4,Transit,2014,Kepler,17.32673524,0,4948,0.79,0.81,4.55,775.679
Kepler-306 d,1,4,Transit,2014,Kepler,0,0,4908,0.78,0,0,775.679
Kepler-306 d,1,4,Transit,2014,Kepler,17.32683114,0,4948,0.79,0.81,4.55,775.679
Kepler-306 d,1,4,Transit,2014,Kepler,17.32668599,0,5219,0.85,0.87,4.52,775.679
Kepler-306 d,1,4,Transit,2014,Kepler,17.32639,0,5027,0.88,0.93,4.52,775.679
Kepler-306 d,1,4,Transit,2014,Kepler,17.32668599,0,5219,0.85,0.87,4.52,775.679
Kepler-306 d,1,4,Transit,2014,Kepler,17.32670445,0,4948,0.79,0.81,4.55,775.679
Kepler-306 d,1,4,Transit,2014,Kepler,17.32668599,0,5219,0.85,0.87,4.52,775.679
Kepler-306 e,1,4,Transit,2014,Kepler,44.8412214,0,5219,0.85,0.87,4.52,775.679
Kepler-306 e,1,4,Transit,2014,Kepler,44.8412214,0,5219,0.85,0.87,4.52,775.679
Kepler-306 e,1,4,Transit,2014,Kepler,44.8412214,0,5219,0.85,0.87,4.52,775.679
Kepler-306 e,1,4,Transit,2014,Kepler,44.8418,0,5027,0.88,0.93,4.52,775.679
Kepler-306 e,1,4,Transit,2014,Kepler,44.840975,0,4954,0.72,0,4.61,775.679
Kepler-306 e,1,4,Transit,2014,Kepler,44.84074828,0,4948,0.79,0.81,4.55,775.679
Kepler-306 e,1,4,Transit,2014,Kepler,44.8411168,0,4948,0.79,0.81,4.55,775.679
Kepler-306 e,1,4,Transit,2014,Kepler,44.8412214,0,5011,0.74,0.81,4.6,775.679
Kepler-306 e,1,4,Transit,2014,Kepler,44.8411168,0,4955,0.72,0.77,4.61,775.679
Kepler-306 e,1,4,Transit,2014,Kepler,0,0,4908,0.78,0,0,775.679
Kepler-306 e,1,4,Transit,2014,Kepler,44.84124614,0,4948,0.79,0.81,4.55,775.679
Kepler-307 b,1,2,Transit,2013,Kepler,10.415808,0,5577,1.03,0.86,4.34,575.581
Kepler-307 b,1,2,Transit,2013,Kepler,10.416,8.8,0,0,0.9,0,575.581
Kepler-307 b,1,2,Transit,2013,Kepler,10.416,2.1,0,1.08,0.98,0,575.581
Kepler-307 b,1,2,Transit,2013,Kepler,10.41572924,0,5671,1.08,0.98,4.36,575.581
Kepler-307 b,1,2,Transit,2013,Kepler,10.41572666,0,5523,0.95,0.97,4.47,575.581
Kepler-307 b,1,2,Transit,2013,Kepler,10.41573989,0,5523,0.95,0.97,4.47,575.581
Kepler-307 b,1,2,Transit,2013,Kepler,10.41572924,0,5671,1.08,0.98,4.36,575.581
Kepler-307 b,1,2,Transit,2013,Kepler,10.421,8.81,0,0.99,0.95,0,575.581
Kepler-307 b,1,2,Transit,2013,Kepler,10.416,3.1,0,1.08,0.98,4.36,575.581
Kepler-307 b,1,2,Transit,2013,Kepler,10.41572666,0,5511,0.99,0.95,4.43,575.581
Kepler-307 b,1,2,Transit,2013,Kepler,10.4208,7.44,5367,0.81,0.91,0,575.581
Kepler-307 b,1,2,Transit,2013,Kepler,10.41572924,0,5514,0.95,0.94,4.46,575.581
Kepler-307 b,1,2,Transit,2013,Kepler,0,0,5559,0.93,0,0,575.581
Kepler-307 b,1,2,Transit,2013,Kepler,10.41572924,0,5671,1.08,0.98,4.36,575.581
Kepler-307 c,1,2,Transit,2013,Kepler,13.08424286,0,5523,0.95,0.97,4.47,575.581
Kepler-307 c,1,2,Transit,2013,Kepler,13.084,1.9,0,1.08,0.98,0,575.581
Kepler-307 c,1,2,Transit,2013,Kepler,13.08424096,0,5671,1.08,0.98,4.36,575.581
Kepler-307 c,1,2,Transit,2013,Kepler,13.08424096,0,5514,0.95,0.94,4.46,575.581
Kepler-307 c,1,2,Transit,2013,Kepler,13.08424096,0,5671,1.08,0.98,4.36,575.581
Kepler-307 c,1,2,Transit,2013,Kepler,13.08424286,0,5511,0.99,0.95,4.43,575.581
Kepler-307 c,1,2,Transit,2013,Kepler,13.084,1.5,0,1.08,0.98,4.36,575.581
Kepler-307 c,1,2,Transit,2013,Kepler,13.073,3.9,0,0.99,0.95,0,575.581
Kepler-307 c,1,2,Transit,2013,Kepler,13.084,3.9,0,0,0.9,0,575.581
Kepler-307 c,1,2,Transit,2013,Kepler,13.08428012,0,5523,0.95,0.97,4.47,575.581
Kepler-307 c,1,2,Transit,2013,Kepler,13.0729,3.64,5367,0.81,0.91,0,575.581
Kepler-307 c,1,2,Transit,2013,Kepler,0,0,5559,0.93,0,0,575.581
Kepler-307 c,1,2,Transit,2013,Kepler,13.08424096,0,5671,1.08,0.98,4.36,575.581
Kepler-307 c,1,2,Transit,2013,Kepler,13.084143,0,5577,1.03,0.86,4.34,575.581
Kepler-308 b,1,2,Transit,2014,Kepler,9.69501146,0,5896,0.91,1,4.52,1335.92
Kepler-308 b,1,2,Transit,2014,Kepler,9.69502544,0,5532,0.89,0.92,4.51,1335.92
Kepler-308 b,1,2,Transit,2014,Kepler,9.69502544,0,5896,0.91,1,4.52,1335.92
Kepler-308 b,1,2,Transit,2014,Kepler,0,0,5895,0.89,0,0,1335.92
Kepler-308 b,1,2,Transit,2014,Kepler,9.69483,0,5876,0.89,1,4.53,1335.92
Kepler-308 b,1,2,Transit,2014,Kepler,9.69502544,0,5896,0.91,1,4.52,1335.92
Kepler-308 b,1,2,Transit,2014,Kepler,9.69501146,0,5705,0.9,1.02,4.54,1335.92
Kepler-308 b,1,2,Transit,2014,Kepler,9.69501793,0,5705,0.9,1.02,4.54,1335.92
Kepler-308 b,1,2,Transit,2014,Kepler,9.694928,0,5895,0.94,0,4.51,1335.92
Kepler-308 b,1,2,Transit,2014,Kepler,9.69502544,0,5896,0.91,1,4.52,1335.92
Kepler-308 c,1,2,Transit,2014,Kepler,15.3825006,0,5896,0.91,1,4.52,1335.92
Kepler-308 c,1,2,Transit,2014,Kepler,15.38232727,0,5705,0.9,1.02,4.54,1335.92
Kepler-308 c,1,2,Transit,2014,Kepler,0,0,5895,0.89,0,0,1335.92
Kepler-308 c,1,2,Transit,2014,Kepler,15.3825006,0,5896,0.91,1,4.52,1335.92
Kepler-308 c,1,2,Transit,2014,Kepler,15.38249784,0,5705,0.9,1.02,4.54,1335.92
Kepler-308 c,1,2,Transit,2014,Kepler,15.3825006,0,5896,0.91,1,4.52,1335.92
Kepler-308 c,1,2,Transit,2014,Kepler,15.38231,0,5895,0.94,0,4.51,1335.92
Kepler-308 c,1,2,Transit,2014,Kepler,15.3825006,0,5532,0.89,0.92,4.51,1335.92
Kepler-308 c,1,2,Transit,2014,Kepler,15.3825394,0,5705,0.9,1.02,4.54,1335.92
Kepler-308 c,1,2,Transit,2014,Kepler,15.3825394,0,5896,0.91,1,4.52,1335.92
Kepler-308 c,1,2,Transit,2014,Kepler,15.3823,0,5876,0.89,1,4.53,1335.92
Kepler-309 b,1,2,Transit,2014,Kepler,5.92367007,0,4714,0.77,0.75,4.54,544.568
Kepler-309 b,1,2,Transit,2014,Kepler,5.92367766,0,4714,0.77,0.75,4.54,544.568
Kepler-309 b,1,2,Transit,2014,Kepler,5.92365634,0,3880,0.49,0.51,4.76,544.568
Kepler-309 b,1,2,Transit,2014,Kepler,5.92365634,0,3880,0.49,0.51,4.76,544.568
Kepler-309 b,1,2,Transit,2014,Kepler,5.92365634,0,3880,0.49,0.51,4.76,544.568
Kepler-309 b,1,2,Transit,2014,Kepler,5.923653,0,4713,0.72,0,4.61,544.568
Kepler-309 b,1,2,Transit,2014,Kepler,0,0,4786,0.75,0,0,544.568
Kepler-309 b,1,2,Transit,2014,Kepler,5.92365634,0,4736,0.73,0.79,4.61,544.568
Kepler-309 b,1,2,Transit,2014,Kepler,5.9236002,0,3880,0.49,0.51,0,544.568
Kepler-309 b,1,2,Transit,2014,Kepler,5.92365747,0,4714,0.77,0.75,4.54,544.568
Kepler-309 b,1,2,Transit,2014,Kepler,5.92365747,0,3883,0.5,0.52,4.76,544.568
Kepler-309 b,1,2,Transit,2014,Kepler,5.923589,0,4680,0.64,0.67,4.65,544.568
Kepler-309 c,1,2,Transit,2014,Kepler,105.3581381,0,4714,0.77,0.75,4.54,544.568
Kepler-309 c,1,2,Transit,2014,Kepler,105.3585964,0,3880,0.49,0.51,4.76,544.568
Kepler-309 c,1,2,Transit,2014,Kepler,105.3531,0,4680,0.64,0.67,4.65,544.568
Kepler-309 c,1,2,Transit,2014,Kepler,105.3585964,0,3880,0.49,0.51,4.76,544.568
Kepler-309 c,1,2,Transit,2014,Kepler,105.3582299,0,4714,0.77,0.75,4.54,544.568
Kepler-309 c,1,2,Transit,2014,Kepler,105.3551025,0,3880,0.49,0.51,0,544.568
Kepler-309 c,1,2,Transit,2014,Kepler,105.356383,0,4713,0.72,0,4.61,544.568
Kepler-309 c,1,2,Transit,2014,Kepler,105.3582299,0,3883,0.5,0.52,4.76,544.568
Kepler-309 c,1,2,Transit,2014,Kepler,0,0,4786,0.75,0,0,544.568
Kepler-309 c,1,2,Transit,2014,Kepler,105.3585964,0,3880,0.49,0.51,4.76,544.568
Kepler-309 c,1,2,Transit,2014,Kepler,105.3578994,0,4714,0.77,0.75,4.54,544.568
Kepler-309 c,1,2,Transit,2014,Kepler,105.3564685,0,4714,0.77,0.75,4.54,544.568
Kepler-309 c,1,2,Transit,2014,Kepler,105.3585964,0,4736,0.73,0.79,4.61,544.568
Kepler-31 b,1,3,Transit,2011,Kepler,20.86021267,0,6505,1.16,1.19,4.38,1664.64
Kepler-31 b,1,3,Transit,2011,Kepler,20.861145,0,6514,1.15,1.21,4.4,1664.64
Kepler-31 b,1,3,Transit,2011,Kepler,20.861,0,0,1.16,1.19,0,1664.64
Kepler-31 b,1,3,Transit,2011,Kepler,20.86021229,0,6035,1.26,0.96,4.22,1664.64
Kepler-31 b,1,3,Transit,2011,Kepler,20.86021229,0,6011.2,1.3,1.11,4.25,1664.64
Kepler-31 b,1,3,Transit,2011,Kepler,20.86021267,0,6121,1.2,1.08,4.31,1664.64
Kepler-31 b,1,3,Transit,2011,Kepler,0,0,6088,1.26,0,0,1664.64
Kepler-31 b,1,3,Transit,2011,Kepler,20.8613,0,6340,1.22,1.21,4.7,1664.64
Kepler-31 b,1,3,Transit,2011,Kepler,20.86021267,0,6505,1.16,1.19,4.38,1664.64
Kepler-31 b,1,3,Transit,2011,Kepler,20.86024027,0,6011.2,1.3,1.11,4.25,1664.64
Kepler-31 b,1,3,Transit,2011,Kepler,20.86021267,0,6505,1.16,1.19,4.38,1664.64
Kepler-31 c,1,3,Transit,2011,Kepler,42.63425379,0,6011.2,1.3,1.11,4.25,1664.64
Kepler-31 c,1,3,Transit,2011,Kepler,0,0,6088,1.26,0,0,1664.64
Kepler-31 c,1,3,Transit,2011,Kepler,42.63416177,0,6505,1.16,1.19,4.38,1664.64
Kepler-31 c,1,3,Transit,2011,Kepler,42.632,29.5,0,1.16,1.19,0,1664.64
Kepler-31 c,1,3,Transit,2011,Kepler,42.63427848,0,6011.2,1.3,1.11,4.25,1664.64
Kepler-31 c,1,3,Transit,2011,Kepler,42.63416177,0,6121,1.2,1.08,4.31,1664.64
Kepler-31 c,1,3,Transit,2011,Kepler,42.63427848,0,6035,1.26,0.96,4.22,1664.64
Kepler-31 c,1,3,Transit,2011,Kepler,42.6318,1493.7,6340,1.22,1.21,4.7,1664.64
Kepler-31 c,1,3,Transit,2011,Kepler,42.63416177,0,6505,1.16,1.19,4.38,1664.64
Kepler-31 c,1,3,Transit,2011,Kepler,42.63188,0,6514,1.15,1.21,4.4,1664.64
Kepler-31 c,1,3,Transit,2011,Kepler,42.63416177,0,6505,1.16,1.19,4.38,1664.64
Kepler-31 d,1,3,Transit,2014,Kepler,87.6475334,0,6121,1.2,1.08,4.31,1664.64
Kepler-31 d,1,3,Transit,2014,Kepler,87.6475334,0,6505,1.16,1.19,4.38,1664.64
Kepler-31 d,1,3,Transit,2014,Kepler,87.6451,2161.244,6340,1.22,1.21,4.7,1664.64
Kepler-31 d,1,3,Transit,2014,Kepler,87.6475334,0,6505,1.16,1.19,4.38,1664.64
Kepler-31 d,1,3,Transit,2014,Kepler,87.64710222,0,6011.2,1.3,1.11,4.25,1664.64
Kepler-31 d,1,3,Transit,2014,Kepler,0,0,6088,1.26,0,0,1664.64
Kepler-31 d,1,3,Transit,2014,Kepler,87.648901,0,6034,1.31,0,4.22,1664.64
Kepler-31 d,1,3,Transit,2014,Kepler,87.6475334,0,6505,1.16,1.19,4.38,1664.64
Kepler-31 d,1,3,Transit,2014,Kepler,87.6476068,0,6035,1.26,0.96,4.22,1664.64
Kepler-31 d,1,3,Transit,2014,Kepler,87.6472,0,6514,1.15,1.21,4.4,1664.64
Kepler-31 d,1,3,Transit,2014,Kepler,87.64763352,0,6011.2,1.3,1.11,4.25,1664.64
Kepler-31 d,1,3,Transit,2014,Kepler,87.6476068,0,6011.2,1.3,1.11,4.25,1664.64
Kepler-310 b,1,3,Transit,2014,Kepler,13.93078,0,5818,0.9,0.97,4.52,602.268
Kepler-310 b,1,3,Transit,2014,Kepler,0,0,5451,0.85,0,0,602.268
Kepler-310 b,1,3,Transit,2014,Kepler,13.93072278,0,5795,0.85,0.89,4.53,602.268
Kepler-310 b,1,3,Transit,2014,Kepler,13.93068791,0,5490,0.84,0.96,4.57,602.268
Kepler-310 b,1,3,Transit,2014,Kepler,13.930698,0,5797,0.88,0,4.52,602.268
Kepler-310 b,1,3,Transit,2014,Kepler,13.93072278,0,5795,0.85,0.89,4.53,602.268
Kepler-310 b,1,3,Transit,2014,Kepler,13.93064656,0,5490,0.84,0.96,4.57,602.268
Kepler-310 b,1,3,Transit,2014,Kepler,13.93072278,0,5551,0.88,0.91,4.51,602.268
Kepler-310 b,1,3,Transit,2014,Kepler,13.93068791,0,5497,0.84,0.95,4.57,602.268
Kepler-310 b,1,3,Transit,2014,Kepler,13.93072278,0,5795,0.85,0.89,4.53,602.268
Kepler-310 c,1,3,Transit,2014,Kepler,56.4758069,0,5497,0.84,0.95,4.57,602.268
Kepler-310 c,1,3,Transit,2014,Kepler,56.4744,0,5818,0.9,0.97,4.52,602.268
Kepler-310 c,1,3,Transit,2014,Kepler,0,0,5451,0.85,0,0,602.268
Kepler-310 c,1,3,Transit,2014,Kepler,56.476167,0,5795,0.85,0.89,4.53,602.268
Kepler-310 c,1,3,Transit,2014,Kepler,56.476167,0,5551,0.88,0.91,4.51,602.268
Kepler-310 c,1,3,Transit,2014,Kepler,56.47542,0,5797,0.88,0,4.52,602.268
Kepler-310 c,1,3,Transit,2014,Kepler,56.4758069,0,5490,0.84,0.96,4.57,602.268
Kepler-310 c,1,3,Transit,2014,Kepler,56.476167,0,5795,0.85,0.89,4.53,602.268
Kepler-310 c,1,3,Transit,2014,Kepler,56.475857,0,5490,0.84,0.96,4.57,602.268
Kepler-310 c,1,3,Transit,2014,Kepler,56.47603581,0,5490,0.84,0.96,4.57,602.268
Kepler-310 c,1,3,Transit,2014,Kepler,56.476167,0,5795,0.85,0.89,4.53,602.268
Kepler-310 d,1,3,Transit,2014,Kepler,92.876125,0,5797,0.88,0,4.52,602.268
Kepler-310 d,1,3,Transit,2014,Kepler,92.87532175,0,5490,0.84,0.96,4.57,602.268
Kepler-310 d,1,3,Transit,2014,Kepler,92.87512229,0,5490,0.84,0.96,4.57,602.268
Kepler-310 d,1,3,Transit,2014,Kepler,92.8747294,0,5490,0.84,0.96,4.57,602.268
Kepler-310 d,1,3,Transit,2014,Kepler,92.8750347,0,5795,0.85,0.89,4.53,602.268
Kepler-310 d,1,3,Transit,2014,Kepler,92.8756,0,5818,0.9,0.97,4.52,602.268
Kepler-310 d,1,3,Transit,2014,Kepler,0,0,5451,0.85,0,0,602.268
Kepler-310 d,1,3,Transit,2014,Kepler,92.8747294,0,5497,0.84,0.95,4.57,602.268
Kepler-310 d,1,3,Transit,2014,Kepler,92.8750347,0,5795,0.85,0.89,4.53,602.268
Kepler-310 d,1,3,Transit,2014,Kepler,92.8750347,0,5795,0.85,0.89,4.53,602.268
Kepler-310 d,1,3,Transit,2014,Kepler,92.874,7,0,0,1,0,602.268
Kepler-310 d,1,3,Transit,2014,Kepler,92.8750347,0,5551,0.88,0.91,4.51,602.268
Kepler-311 b,1,3,Transit,2014,Kepler,9.17617167,0,5903,1.16,0.97,4.3,778.654
Kepler-311 b,1,3,Transit,2014,Kepler,9.17613539,0,5897,1.08,0.97,4.36,778.654
Kepler-311 b,1,3,Transit,2014,Kepler,9.17617167,0,5841.2,1.22,1.05,4.29,778.654
Kepler-311 b,1,3,Transit,2014,Kepler,9.1761224,0,5841.2,1.22,1.05,4.29,778.654
Kepler-311 b,1,3,Transit,2014,Kepler,9.17613539,0,5897,1.08,0.97,4.36,778.654
Kepler-311 b,1,3,Transit,2014,Kepler,9.17613539,0,6009,1.13,1.08,4.36,778.654
Kepler-311 b,1,3,Transit,2014,Kepler,0,0,5897,1.16,0,0,778.654
Kepler-311 b,1,3,Transit,2014,Kepler,9.17608,0,6285,1.12,1.12,4.38,778.654
Kepler-311 b,1,3,Transit,2014,Kepler,9.17613239,0,5841.2,1.22,1.05,4.29,778.654
Kepler-311 b,1,3,Transit,2014,Kepler,9.176092,0,5905,1.19,0,4.31,778.654
Kepler-311 b,1,3,Transit,2014,Kepler,9.17613539,0,5897,1.08,0.97,4.36,778.654
Kepler-311 c,1,3,Transit,2014,Kepler,19.7383913,0,5897,1.08,0.97,4.36,778.654
Kepler-311 c,1,3,Transit,2014,Kepler,0,0,5897,1.16,0,0,778.654
Kepler-311 c,1,3,Transit,2014,Kepler,19.74070039,0,5841.2,1.22,1.05,4.29,778.654
Kepler-311 c,1,3,Transit,2014,Kepler,19.73845351,0,5841.2,1.22,1.05,4.29,778.654
Kepler-311 c,1,3,Transit,2014,Kepler,19.7383992,0,5903,1.16,0.97,4.3,778.654
Kepler-311 c,1,3,Transit,2014,Kepler,19.73805,0,6285,1.12,1.12,4.38,778.654
Kepler-311 c,1,3,Transit,2014,Kepler,19.7383992,0,5841.2,1.22,1.05,4.29,778.654
Kepler-311 c,1,3,Transit,2014,Kepler,19.7383913,0,5897,1.08,0.97,4.36,778.654
Kepler-311 c,1,3,Transit,2014,Kepler,19.738286,0,5905,1.19,0,4.31,778.654
Kepler-311 c,1,3,Transit,2014,Kepler,19.7383913,0,6009,1.13,1.08,4.36,778.654
Kepler-311 c,1,3,Transit,2014,Kepler,19.7383913,0,5897,1.08,0.97,4.36,778.654
Kepler-311 d,1,3,Transit,2023,Kepler,232.040326,0,5903,1.16,0.97,4.3,778.654
Kepler-311 d,1,3,Transit,2023,Kepler,232.058029,0,5897,1.08,0.97,4.36,778.654
Kepler-311 d,1,3,Transit,2023,Kepler,232.058029,0,5897,1.08,0.97,4.36,778.654
Kepler-311 d,1,3,Transit,2023,Kepler,232.040326,0,5841.2,1.22,1.05,4.29,778.654
Kepler-311 d,1,3,Transit,2023,Kepler,232.0469971,0,5903,1.16,0.97,4.3,778.654
Kepler-312 b,1,2,Transit,2014,Kepler,1.77244975,0,6173,1.11,1.2,4.43,797.72
Kepler-312 b,1,2,Transit,2014,Kepler,1.77241008,0,6158.44,1.75,1.17,4.02,797.72
Kepler-312 b,1,2,Transit,2014,Kepler,1.77245107,0,6158.44,1.75,1.17,4.02,797.72
Kepler-312 b,1,2,Transit,2014,Kepler,1.772419,0,6115,1.47,0,4.19,797.72
Kepler-312 b,1,2,Transit,2014,Kepler,1.77244975,0,6223,1.19,1.2,4.37,797.72
Kepler-312 b,1,2,Transit,2014,Kepler,1.77244975,0,6173,1.11,1.2,4.43,797.72
Kepler-312 b,1,2,Transit,2014,Kepler,1.77245107,0,6243,1.15,1.23,4.41,797.72
Kepler-312 b,1,2,Transit,2014,Kepler,1.77244975,0,6173,1.11,1.2,4.43,797.72
Kepler-312 b,1,2,Transit,2014,Kepler,0,0,6224,1.7,0,0,797.72
Kepler-312 c,1,2,Transit,2014,Kepler,19.74736302,0,6158.44,1.75,1.17,4.02,797.72
Kepler-312 c,1,2,Transit,2014,Kepler,19.74732846,0,6223,1.19,1.2,4.37,797.72
Kepler-312 c,1,2,Transit,2014,Kepler,19.74735262,0,6158.44,1.75,1.17,4.02,797.72
Kepler-312 c,1,2,Transit,2014,Kepler,19.74733983,0,6158.44,1.75,1.17,4.02,797.72
Kepler-312 c,1,2,Transit,2014,Kepler,19.74732846,0,6173,1.11,1.2,4.43,797.72
